SEQUENCIA,NU_INSCRICAO,NO_MUNICIPIO_RESIDENCIA,NU_IDADE,TP_ESTADO_CIVIL,TP_COR_RACA,IN_TREINEIRO,TP_SEXO,TP_NACIONALIDADE,TP_ESCOLA,TP_ENSINO,TP_LINGUA,CO_ESCOLA,NO_MUNICIPIO_ESC,SG_UF_ESC,NO_MUNICIPIO_PROVA,SG_UF_PROVA,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO,NU_NOTA_ENEM,Q024,Q025
166,190001350023,Maceió,18,1,2,0,M,2,2,1,1,27038556,Maceió,AL,Maceió,AL,"509,1","477,1",414,388,500,"457,64",A,B
167,190001350028,Marechal Deodoro,18,1,3,0,M,1,2,1,0,27037223,Maceió,AL,Marechal Deodoro,AL,"577,9",597,"587,8","658,6",820,"648,26",A,B
168,190001350038,Girau do Ponciano,18,1,1,0,F,1,2,1,0,27018997,Girau do Ponciano,AL,Girau do Ponciano,AL,"500,3",556,"541,8","589,2",580,"553,46",A,B
169,190001350039,Maceió,17,1,1,0,F,1,3,1,0,27218180,Maceió,AL,Maceió,AL,"600,2","629,5","618,7","745,2",900,"698,72",C,B
170,190001350047,União dos Palmares,18,1,3,0,F,1,2,1,0,27024016,União dos Palmares,AL,União dos Palmares,AL,"454,4","457,3",543,"398,7",560,"482,68",A,B
171,190001350051,Arapiraca,17,1,3,0,F,2,2,1,0,27016510,Arapiraca,AL,Arapiraca,AL,"354,4","474,4","424,1","591,3",560,"480,84",B,B
172,190001350060,Delmiro Gouveia,17,1,3,0,F,1,2,1,1,27003515,Delmiro Gouveia,AL,Delmiro Gouveia,AL,"524,4","511,7","498,9","421,6",540,"499,32",A,A
173,190001350064,Girau do Ponciano,18,1,3,0,F,1,2,1,0,27047636,Arapiraca,AL,Girau do Ponciano,AL,"595,9","624,8","632,1","700,3",960,"702,62",B,B
174,190001350071,São Miguel dos Campos,19,1,1,0,M,1,2,1,1,27043622,São Miguel dos Campos,AL,São Miguel dos Campos,AL,"413,6","598,1","558,2","582,5",600,"550,48",A,B
175,190001350073,Maceió,17,1,3,0,M,1,2,1,0,27034836,Maceió,AL,Maceió,AL,"546,3","584,7","562,3","413,9",920,"605,44",B,B
176,190001350074,Penedo,18,1,3,0,F,1,3,1,0,27226166,Penedo,AL,Penedo,AL,"453,2","518,8","531,9","445,1",680,"525,8",A,B
177,190001350075,Maceió,17,1,3,0,F,1,3,1,1,27226689,Maceió,AL,Maceió,AL,"453,2","505,8","436,1","452,9",0,"369,6",A,B
178,190001350076,Delmiro Gouveia,17,1,2,0,F,1,2,1,1,27003213,Delmiro Gouveia,AL,Delmiro Gouveia,AL,"479,4","513,2","520,5","428,7",700,"528,36",A,A
179,190001350080,Maceió,19,1,1,0,M,1,2,1,0,27036782,Maceió,AL,Maceió,AL,"530,8","555,6","514,1","518,5",520,"527,8",A,A
180,190001350082,União dos Palmares,17,1,3,0,F,1,2,1,1,27037223,Maceió,AL,União dos Palmares,AL,"434,8","546,2","545,2","445,1",640,"522,26",A,A
181,190001350099,Arapiraca,17,1,3,0,F,1,2,1,1,27016331,Arapiraca,AL,Arapiraca,AL,"457,1","483,8","479,9","402,2",600,"484,6",A,A
182,190001350104,São Miguel dos Campos,17,1,1,0,F,1,2,1,1,27044033,São Miguel dos Campos,AL,São Miguel dos Campos,AL,"462,1","507,1","549,6","541,1",640,"539,98",B,B
183,190001350107,Feira Grande,18,1,3,0,F,1,2,1,0,27018350,Feira Grande,AL,Arapiraca,AL,"410,3","491,4","518,1","415,3",300,"427,02",A,A
184,190001350108,Ouro Branco,18,1,3,0,F,1,2,1,1,27005577,Ouro Branco,AL,Santana do Ipanema,AL,"361,1","396,1","468,1","419,4",0,"328,94",A,B
185,190001350119,Minador do Negrão,17,1,1,0,F,1,2,1,0,27013871,Minador do Negrão,AL,Palmeira dos Índios,AL,"471,3","504,8",520,624,860,"596,02",A,B
186,190001350166,Maragogi,22,1,2,0,F,1,2,1,1,27047750,Maragogi,AL,Barreiros,PE,"422,6","518,3","537,5","376,8",300,"431,04",B,B
187,190001350175,Colônia Leopoldina,18,1,3,0,F,1,2,1,1,27027597,Colônia Leopoldina,AL,Palmares,PE,346,"449,4","454,6",440,500,438,A,A
188,190001353120,Colônia Leopoldina,18,1,1,0,F,1,2,1,1,27027597,Colônia Leopoldina,AL,Palmares,PE,"411,5","470,6","536,4","600,8",400,"483,86",A,A
189,190001353503,Piaçabuçu,16,1,4,0,F,1,2,1,1,27045757,Piaçabuçu,AL,Penedo,AL,"480,5","386,6","501,6","403,1",560,"466,36",B,B
190,190001353505,Igaci,17,1,1,0,F,1,2,1,1,27012611,Igaci,AL,Arapiraca,AL,368,"418,2","481,1","389,5",560,"443,36",A,B
191,190001353514,Igaci,17,1,3,0,F,1,2,1,0,27012611,Igaci,AL,Igaci,AL,"391,3",420,"485,9","434,6",520,"450,36",A,B
192,190001353529,Maceió,17,1,3,0,F,2,2,1,1,27036448,Maceió,AL,Maceió,AL,"441,7","565,7","533,6",462,640,"528,6",A,B
193,190001353530,São Miguel dos Campos,18,1,1,0,F,1,3,1,1,27043592,São Miguel dos Campos,AL,São Miguel dos Campos,AL,563,"597,1","605,7","759,4",920,"689,04",C,B
194,190001353535,Maceió,19,1,3,0,M,1,2,1,0,27037223,Maceió,AL,Maceió,AL,"411,1","559,4","463,6","435,7",560,"485,96",A,A
195,190001353538,Limoeiro de Anadia,17,1,1,0,M,1,2,1,0,27020274,Limoeiro de Anadia,AL,Campo Alegre,AL,"425,2","375,6","377,7","459,1",700,"467,52",A,A
196,190001353540,Estrela de Alagoas,19,1,3,0,M,1,2,1,1,27215830,Palmeira dos Índios,AL,Palmeira dos Índios,AL,"512,2","534,9",540,"504,1",580,"534,24",B,B
197,190001353542,Senador Rui Palmeira,19,1,3,0,F,1,2,1,1,27008827,Senador Rui Palmeira,AL,São José da Tapera,AL,"364,8","386,4","451,4","410,8",520,"426,68",B,B
198,190001353546,Maceió,17,1,3,0,F,1,2,1,1,27226930,Maceió,AL,Maceió,AL,"556,3","555,6","552,5","541,8",700,"581,24",B,B
199,190001353550,Maceió,17,1,3,0,F,1,2,1,1,27216608,Maceió,AL,Maceió,AL,"470,7","451,1","522,9","447,5",620,"502,44",B,B
200,190001353562,Maceió,20,1,3,0,F,1,2,1,1,27036448,Maceió,AL,Maceió,AL,"515,2",530,"520,3","497,4",0,"412,58",A,A
201,190001353569,Matriz de Camaragibe,18,1,3,0,F,1,2,1,0,27047750,Maragogi,AL,São Luís do Quitunde,AL,"474,6","565,2","587,1","470,3",580,"535,44",A,B
202,190001353571,Maceió,17,1,3,0,F,1,2,1,1,27226930,Maceió,AL,Maceió,AL,"390,2","473,9","518,1","477,4",540,"479,92",A,B
203,190001353578,Roteiro,18,1,1,0,M,1,2,1,0,27043690,São Miguel dos Campos,AL,São Miguel dos Campos,AL,"515,4","572,3","550,5","577,7",780,"599,18",B,B
204,190001353581,Arapiraca,17,1,3,0,F,1,2,1,0,27016471,Arapiraca,AL,Arapiraca,AL,"461,6",507,"508,2","427,5",340,"448,86",A,B
205,190001353589,Maceió,17,1,5,0,F,1,2,1,1,27035573,Maceió,AL,Maceió,AL,"459,2",553,"556,4","519,7",600,"537,66",B,B
206,190001353590,Arapiraca,18,1,1,0,M,1,2,1,0,27016412,Arapiraca,AL,Arapiraca,AL,479,"553,7","553,7","366,2",660,"522,52",A,B
207,190001353601,Delmiro Gouveia,17,1,3,0,F,1,2,1,0,27003221,Delmiro Gouveia,AL,Delmiro Gouveia,AL,"454,2","533,3","517,2","469,4",580,"510,82",A,B
208,190001353604,Maceió,17,1,3,0,M,1,2,1,1,27225674,Maceió,AL,Maceió,AL,530,"588,6","599,4","672,8",700,"618,16",B,B
209,190001353619,Arapiraca,18,1,3,0,F,1,2,1,1,27016382,Arapiraca,AL,Arapiraca,AL,409,"528,2",536,"411,8",560,489,A,A
210,190001353622,Pilar,17,1,3,0,M,1,2,1,0,27039960,Pilar,AL,Pilar,AL,"465,4","520,4","493,1","434,1",460,"474,6",A,B
211,190001353624,Maceió,17,1,3,0,F,2,2,1,1,27226930,Maceió,AL,Maceió,AL,"436,7","466,4","438,2","399,3",500,"448,12",A,B
212,190001353627,Maceió,18,1,3,0,M,1,2,1,0,27036561,Maceió,AL,Maceió,AL,"414,2","440,4","502,4","432,6",620,"481,92",A,A
213,190001353629,Maceió,18,1,1,0,M,1,3,1,0,27049140,Maceió,AL,Maceió,AL,481,"538,1","539,7","537,4",620,"543,24",A,B
214,190001353635,União dos Palmares,17,1,4,0,F,1,2,1,0,27024016,União dos Palmares,AL,União dos Palmares,AL,"432,6","359,7","486,2","409,6",560,"449,62",A,B
215,190001353648,Maceió,17,1,3,0,M,1,2,1,1,27036448,Maceió,AL,Maceió,AL,"422,9",496,"524,8","521,8",580,"509,1",A,A
216,190001353652,Arapiraca,17,1,3,0,F,1,2,1,0,27016412,Arapiraca,AL,Arapiraca,AL,480,539,526,"411,3",680,"527,26",A,B
217,190001353654,Maceió,17,1,5,0,F,1,2,1,1,27037010,Maceió,AL,Maceió,AL,"382,7","501,7","508,4","477,5",740,"522,06",A,B
218,190001353659,Pariconha,17,1,3,0,M,1,2,1,0,27002950,Pariconha,AL,Água Branca,AL,"493,2","577,3","559,4","413,4",620,"532,66",B,B
219,190001353667,Maceió,17,1,3,0,M,1,2,1,0,27216608,Maceió,AL,Maceió,AL,"451,6","440,7","497,4","575,7",580,"509,08",B,B
220,190001353672,Teotônio Vilela,16,1,1,0,F,1,2,1,0,27044211,Teotônio Vilela,AL,Teotônio Vilela,AL,"494,4","571,4","561,8",596,860,"616,72",B,B
221,190001353685,Arapiraca,18,1,1,0,M,1,2,1,0,27047636,Arapiraca,AL,Arapiraca,AL,"563,9","639,2","623,1","669,4",940,"687,12",A,B
222,190001353695,Batalha,21,1,3,0,M,1,2,1,0,27047580,Santana do Ipanema,AL,Batalha,AL,"486,6","590,2","531,2","672,7",660,"588,14",B,B
223,190001353697,Arapiraca,17,1,2,0,M,1,2,1,1,27016510,Arapiraca,AL,Arapiraca,AL,"501,9","386,3","554,7","639,2",580,"532,42",B,B
224,190001353699,União dos Palmares,18,1,3,0,F,1,2,1,1,27024075,União dos Palmares,AL,União dos Palmares,AL,378,"486,2","494,8","407,6",380,"429,32",A,B
225,190001353701,Arapiraca,18,1,3,0,F,1,2,1,0,27016331,Arapiraca,AL,Arapiraca,AL,"390,3","378,5","444,8","401,8",700,"463,08",A,A
226,190001353710,Maceió,17,1,3,0,F,1,2,1,1,27036022,Maceió,AL,Maceió,AL,"494,8","417,3","378,1","367,9",460,"423,62",A,A
227,190001353715,Arapiraca,17,1,3,0,F,1,2,1,0,27016510,Arapiraca,AL,Arapiraca,AL,"442,2","451,3","558,1","558,6",700,"542,04",B,B
228,190001353719,Arapiraca,19,1,1,0,M,1,2,1,1,27016331,Arapiraca,AL,Arapiraca,AL,"466,6","580,8","550,8","458,3",880,"587,3",A,B
229,190001353734,São Miguel dos Campos,20,1,3,0,F,1,2,1,1,27043690,São Miguel dos Campos,AL,São Miguel dos Campos,AL,"418,9","437,6","524,4","447,4",660,"497,66",A,B
230,190001353738,Maceió,19,0,3,0,F,1,3,1,1,27050289,Maceió,AL,Maceió,AL,"410,2",421,476,"455,2",340,"420,48",A,B
231,190001353753,Piaçabuçu,19,1,3,0,F,1,2,1,0,27047830,Penedo,AL,Penedo,AL,"509,4","570,8","550,9","532,3",740,"580,68",A,B
232,190001353763,Arapiraca,17,1,3,0,M,1,2,1,0,27016382,Arapiraca,AL,Arapiraca,AL,"416,8","454,1","493,1","486,7",300,"430,14",A,A
233,190001353782,Maceió,17,1,3,0,F,1,2,1,0,27035980,Maceió,AL,Maceió,AL,"433,4",547,"572,7",467,500,"504,02",A,B
234,190001353791,Rio Largo,17,1,3,0,M,1,2,1,1,27040348,Rio Largo,AL,Rio Largo,AL,"554,3","576,9","575,1","555,1",600,"572,28",A,B
235,190001353796,Teotônio Vilela,18,0,3,0,F,1,2,1,1,27353036,Teotônio Vilela,AL,Teotônio Vilela,AL,436,"510,6",500,"429,9",700,"515,3",A,B
236,190001353798,Barra de Santo Antônio,19,1,2,0,M,1,2,1,0,27037223,Maceió,AL,São Luís do Quitunde,AL,"621,3","608,7","626,5","768,2",880,"700,94",B,B
237,190001353806,Penedo,17,1,3,0,F,2,2,1,1,27045234,Penedo,AL,Penedo,AL,"429,3","522,3",467,"451,9",500,"474,1",A,B
238,190001353807,São José da Tapera,16,0,3,0,F,2,2,1,0,27008452,São José da Tapera,AL,São José da Tapera,AL,"434,4","405,7","457,1","372,5",300,"393,94",A,A
239,190001353811,Cacimbinhas,18,1,1,0,F,1,2,1,1,27012115,Cacimbinhas,AL,Palmeira dos Índios,AL,"392,8","373,4","447,9",562,880,"531,22",B,A
240,190001353821,Marechal Deodoro,17,1,2,0,F,1,3,1,0,27225909,Maceió,AL,Maceió,AL,"555,4","635,2","612,7","657,9",800,"652,24",C,B
241,190001353826,Rio Largo,17,1,1,0,F,1,2,1,0,27040348,Rio Largo,AL,Rio Largo,AL,"463,3","528,2","514,8","414,2",720,"528,1",A,B
242,190001353827,Maceió,17,1,1,0,M,1,2,1,0,27036022,Maceió,AL,Maceió,AL,"469,9","617,9",581,"481,8",720,"574,12",A,B
243,190001354063,Colônia Leopoldina,18,1,3,0,F,1,2,1,1,27027597,Colônia Leopoldina,AL,Palmares,PE,"421,7","383,4","521,9","490,1",680,"499,42",A,B
244,190001357121,Arapiraca,17,1,1,0,M,1,2,1,0,27226158,Arapiraca,AL,Arapiraca,AL,"509,7","488,5","529,5","403,1",520,"490,16",B,B
245,190001357124,Belo Monte,17,0,0,0,F,1,2,1,1,27226131,Batalha,AL,Batalha,AL,"463,1","530,7","457,9","442,2",540,"486,78",A,A
246,190001357126,Olho d'Água das Flores,21,1,3,0,F,1,2,1,0,27011178,Olho d'Água das Flores,AL,Olho d'Água das Flores,AL,"409,7","486,7","465,4","377,3",460,"439,82",A,A
247,190001357130,Belém,19,1,1,0,F,1,2,1,1,27015920,Tanque d'Arca,AL,Palmeira dos Índios,AL,"372,6","447,6","516,5","417,1",620,"474,76",A,B
248,190001357134,Cajueiro,19,1,3,0,M,1,2,1,1,27026744,Cajueiro,AL,Viçosa,AL,382,"411,3","416,4","517,6",580,"461,46",B,B
249,190001357139,Maceió,17,1,3,0,F,1,2,1,1,27036677,Maceió,AL,Maceió,AL,"438,8","487,2","485,3","423,7",660,499,A,B
250,190001357141,Maceió,17,1,3,0,F,1,2,1,0,27038637,Maceió,AL,Maceió,AL,"458,2","575,3","514,2","366,1",780,"538,76",A,B
251,190001357160,União dos Palmares,17,1,4,0,F,1,2,1,1,27213714,União dos Palmares,AL,União dos Palmares,AL,445,"482,9","473,9","443,9",580,"485,14",A,B
252,190001357166,Marechal Deodoro,17,1,3,0,M,1,2,1,0,27220044,Maceió,AL,Marechal Deodoro,AL,"403,5","398,6","462,7","443,9",460,"433,74",B,B
253,190001357175,Murici,18,1,4,0,M,1,2,1,0,27047733,Murici,AL,União dos Palmares,AL,"568,2","513,5","575,9","489,7",740,"577,46",B,B
254,190001357178,Paripueira,17,1,3,0,M,1,2,1,1,27039560,Paripueira,AL,São Luís do Quitunde,AL,"439,4","344,5","468,7","412,7",600,"453,06",A,B
255,190001357186,Taquarana,18,1,4,0,M,1,2,1,0,27020819,Taquarana,AL,Arapiraca,AL,"512,3","515,8",546,"609,1",860,"608,64",A,A
256,190001357187,Maceió,18,1,3,0,F,1,2,1,0,27034836,Maceió,AL,Maceió,AL,"473,4","388,6","574,6","560,3",640,"527,38",A,B
257,190001357196,Maceió,17,1,1,0,M,1,3,1,0,27218244,Maceió,AL,Maceió,AL,"564,6","621,6","574,9","710,2",780,"650,26",B,B
258,190001357205,Campo Alegre,18,1,3,0,M,1,2,1,1,27041921,Campo Alegre,AL,Campo Alegre,AL,"413,5","418,7","464,5","456,2",440,"438,58",A,B
259,190001357207,Maceió,18,1,3,0,F,1,2,1,0,27035980,Maceió,AL,Maceió,AL,"463,2","487,8","516,5","498,2",600,"513,14",B,B
260,190001357214,Maceió,20,1,1,0,M,1,2,1,0,27035824,Maceió,AL,Maceió,AL,"428,5","404,9","471,1",428,520,"450,5",A,B
261,190001357237,Maceió,17,1,3,0,M,1,2,1,1,27034917,Maceió,AL,Maceió,AL,"414,4","488,7","451,5","530,4",560,489,A,B
262,190001357238,Maceió,18,1,3,0,F,2,2,1,1,27226930,Maceió,AL,Maceió,AL,"426,8","405,9","470,2","471,1",520,"458,8",B,B
263,190001357246,Maceió,18,1,1,0,M,1,2,1,1,27036782,Maceió,AL,Maceió,AL,"447,9","539,3","532,7","591,7",720,"566,32",A,B
264,190001357249,Rio Largo,18,1,3,0,M,1,2,1,1,27037223,Maceió,AL,Rio Largo,AL,615,"608,6","616,5","740,5",760,"668,12",B,B
265,190001357257,Maceió,16,1,3,0,F,1,2,1,0,27035980,Maceió,AL,Maceió,AL,"413,5",483,502,"528,2",780,"541,34",A,B
266,190001357260,Batalha,17,1,3,0,F,1,2,1,1,27226131,Batalha,AL,Olho d'Água das Flores,AL,"391,6","360,6","463,7","364,1",520,420,A,A
267,190001357267,Viçosa,18,1,2,0,F,2,2,1,1,27013502,Mar Vermelho,AL,Viçosa,AL,"425,5","474,9","495,7","465,6",720,"516,34",A,A
268,190001357272,Palmeira dos Índios,18,1,1,0,F,1,2,1,0,27013995,Palmeira dos Índios,AL,Palmeira dos Índios,AL,"426,3","415,7","492,1","422,9",640,"479,4",A,B
269,190001357274,Maceió,18,1,3,0,F,1,2,1,1,27038564,Maceió,AL,Maceió,AL,"408,7","439,5","533,2","531,3",780,"538,54",A,A
270,190001357285,Maceió,17,1,1,0,F,1,2,1,0,27035980,Maceió,AL,Maceió,AL,412,"529,5","526,9","435,8",560,"492,84",A,B
271,190001357295,Atalaia,18,0,1,0,F,1,2,1,1,27026337,Atalaia,AL,Atalaia,AL,"372,7","343,8","326,2","424,1",620,"417,36",A,B
272,190001357296,Maceió,18,1,3,0,M,1,2,1,1,27040348,Rio Largo,AL,Rio Largo,AL,"538,5","436,6",377,"579,3",740,"534,28",A,A
273,190001357299,Marechal Deodoro,20,1,1,0,F,1,2,1,1,27219640,Marechal Deodoro,AL,Marechal Deodoro,AL,"449,8","529,3","541,2","532,4",860,"582,54",A,A
274,190001357301,Penedo,18,1,1,0,F,1,2,1,0,27047830,Penedo,AL,Penedo,AL,"505,5","563,3","531,8","454,6",680,"547,04",A,B
275,190001357321,Maceió,17,1,3,0,F,1,2,1,1,27034836,Maceió,AL,Maceió,AL,"488,9","511,8","502,3","620,4",940,"612,68",A,B
276,190001357322,Arapiraca,17,1,2,0,F,1,2,1,1,27016331,Arapiraca,AL,Arapiraca,AL,368,434,"479,3","399,8",680,"472,22",A,A
277,190001357323,Arapiraca,17,1,3,0,M,1,2,1,0,27016331,Arapiraca,AL,Arapiraca,AL,"460,5","478,3","515,4","464,9",620,"507,82",A,B
278,190001357329,Murici,20,1,1,0,M,1,2,1,0,27047733,Murici,AL,Maceió,AL,586,"607,2","590,6","604,6",560,"589,68",A,B
279,190001357330,Maceió,18,1,1,0,M,1,2,1,0,27037223,Maceió,AL,Maceió,AL,647,"620,7","602,6","778,4",760,"681,74",C,B
280,190001357333,Igaci,17,1,3,0,F,1,2,1,1,27014010,Palmeira dos Índios,AL,Igaci,AL,"411,5","465,3",422,"446,1",500,"448,98",A,A
281,190001357345,Maceió,17,0,3,0,M,1,3,1,0,27218180,Maceió,AL,Maceió,AL,"399,1","613,1","581,1","720,8",720,"606,82",D,B
282,190001357347,Marechal Deodoro,23,0,3,0,F,1,2,1,1,27039412,Marechal Deodoro,AL,Marechal Deodoro,AL,"418,9","452,2","480,2","387,5",520,"451,76",A,A
283,190001357362,Rio Largo,18,1,1,0,M,1,2,1,0,27040240,Rio Largo,AL,Rio Largo,AL,"478,8","460,3","550,1","493,7",580,"512,58",B,B
284,190001357364,Barra de São Miguel,18,1,2,0,F,1,2,1,1,27219640,Marechal Deodoro,AL,São Miguel dos Campos,AL,"493,8","577,5","567,3","578,7",600,"563,46",A,A
285,190001357366,Arapiraca,17,1,3,0,F,1,2,1,0,27016331,Arapiraca,AL,Arapiraca,AL,"545,3","598,5","568,5","615,9",780,"621,64",B,B
286,190001357369,Rio Largo,18,1,3,0,M,1,2,1,1,27040348,Rio Largo,AL,Rio Largo,AL,"454,9","504,8","537,1","483,6",540,"504,08",B,B
287,190001357370,Coqueiro Seco,18,1,1,0,F,1,2,1,0,27034240,Coqueiro Seco,AL,Pilar,AL,"507,9","495,7","505,5","481,2",920,"582,06",A,B
288,190001357371,Maceió,19,1,2,0,M,1,2,1,1,27216608,Maceió,AL,Maceió,AL,"485,1","513,6","503,4","439,5",640,"516,32",A,A
289,190001357376,Ouro Branco,19,1,3,0,M,1,2,1,0,27005577,Ouro Branco,AL,Santana do Ipanema,AL,"383,2","485,2","483,9","502,2",620,"494,9",A,B
290,190001357378,São Miguel dos Campos,18,1,1,0,M,1,2,1,0,27219640,Marechal Deodoro,AL,São Miguel dos Campos,AL,"544,4","656,9","580,2","627,4",700,"621,78",B,B
291,190001357382,Pariconha,17,1,3,0,M,1,2,1,1,27002950,Pariconha,AL,Água Branca,AL,558,"541,4","581,3","569,4",760,"602,02",A,A
292,190001357409,Maceió,19,1,3,0,F,1,2,1,0,27035875,Maceió,AL,Maceió,AL,"461,8","456,2","525,7","487,9",600,"506,32",A,A
293,190001357413,Maceió,16,1,0,0,F,1,2,1,0,27036448,Maceió,AL,Maceió,AL,"399,4","510,3","557,1","574,1",700,"548,18",A,B
294,190001357414,Delmiro Gouveia,19,1,2,0,M,1,2,1,0,27003221,Delmiro Gouveia,AL,Delmiro Gouveia,AL,"568,1","514,7","452,1","705,5",640,"576,08",B,B
295,190001357416,Delmiro Gouveia,19,1,1,0,M,1,2,1,0,27003221,Delmiro Gouveia,AL,Delmiro Gouveia,AL,"466,6","539,5","579,8","372,8",580,"507,74",B,B
296,190001357417,São Miguel dos Campos,17,1,1,0,M,1,2,1,0,27043622,São Miguel dos Campos,AL,São Miguel dos Campos,AL,"522,1","502,6","576,5","622,7",760,"596,78",A,B
297,190001357429,Pilar,17,1,4,0,M,1,2,1,1,27224210,Pilar,AL,Pilar,AL,"357,8","356,6",485,389,0,"317,68",A,A
298,190001357430,Arapiraca,18,1,3,0,M,1,2,1,1,27016471,Arapiraca,AL,Arapiraca,AL,"391,1","430,6",424,"399,6",600,"449,06",A,A
299,190001357444,Santa Luzia do Norte,17,1,3,0,F,1,2,1,0,27040984,Santa Luzia do Norte,AL,Pilar,AL,"463,4","515,7","525,4",458,660,"524,5",A,B
300,190001357451,São Miguel dos Milagres,17,1,3,0,F,1,2,1,0,27033880,São Miguel dos Milagres,AL,São Luís do Quitunde,AL,"476,9","511,8",537,"479,2",780,"556,98",A,B
301,190001357602,Colônia Leopoldina,17,1,3,0,F,1,2,1,1,27027597,Colônia Leopoldina,AL,Palmares,PE,"402,7","449,5","461,4","481,4",580,475,A,A
302,190001360600,Novo Lino,17,1,3,0,F,1,2,1,1,27030806,Novo Lino,AL,Palmares,PE,549,"562,2","572,2","507,2",700,"578,12",A,A
303,190001360720,Arapiraca,18,1,3,0,F,1,2,1,0,27016471,Arapiraca,AL,Arapiraca,AL,"400,1","474,6","516,2","411,6",520,"464,5",A,B
304,190001360727,Arapiraca,17,1,3,0,F,1,2,1,0,27016471,Arapiraca,AL,Arapiraca,AL,"431,5","539,7","531,3","364,9",480,"469,48",A,B
305,190001360750,Olho d'Água do Casado,18,1,0,0,M,1,2,1,0,27003892,Olho d'Água do Casado,AL,Delmiro Gouveia,AL,"515,9","532,4","527,6","468,2",640,"536,82",B,B
306,190001360784,Maceió,17,1,4,0,F,1,2,1,1,27036782,Maceió,AL,Maceió,AL,"533,4","479,4","541,6","535,3",600,"537,94",A,B
307,190001360795,Santana do Ipanema,18,1,3,0,F,1,2,1,1,27007090,Santana do Ipanema,AL,Santana do Ipanema,AL,"420,8","556,1","546,5","503,3",580,"521,34",A,B
308,190001360803,Teotônio Vilela,18,1,1,0,F,1,2,1,1,27044211,Teotônio Vilela,AL,Teotônio Vilela,AL,"461,1","497,2","553,3","547,9",620,"535,9",B,B
309,190001360804,Palmeira dos Índios,18,1,3,0,M,1,2,1,0,27013995,Palmeira dos Índios,AL,Palmeira dos Índios,AL,"503,2","572,7","485,8","621,7",620,"560,68",A,A
310,190001360809,Marechal Deodoro,17,1,1,0,F,1,2,1,0,27220044,Maceió,AL,Marechal Deodoro,AL,454,592,"609,6","527,1",720,"580,54",B,B
311,190001360825,Maribondo,16,1,3,0,F,1,2,1,0,27013405,Maribondo,AL,Arapiraca,AL,"550,9","514,9","614,7","680,8",960,"664,26",B,B
312,190001360827,Palmeira dos Índios,19,1,0,0,F,1,2,1,1,27215830,Palmeira dos Índios,AL,Palmeira dos Índios,AL,"533,3","554,2","548,5","576,1",560,"554,42",B,B
313,190001360836,Junqueiro,18,1,1,0,F,1,2,1,0,27043436,Junqueiro,AL,Teotônio Vilela,AL,"396,1","421,3","440,9","440,6",0,"339,78",A,B
314,190001360843,Maceió,18,1,3,0,F,1,2,1,1,27037223,Maceió,AL,Maceió,AL,"425,2","599,9",591,"495,4",760,"574,3",B,B
315,190001360848,Arapiraca,17,1,1,0,F,1,2,1,0,27016471,Arapiraca,AL,Arapiraca,AL,"560,4","518,5","544,7",628,560,"562,32",B,B
316,190001360849,São Miguel dos Milagres,18,1,3,0,M,1,2,1,0,27033880,São Miguel dos Milagres,AL,São Luís do Quitunde,AL,"400,7","434,1","469,1","432,8",520,"451,34",A,A
317,190001360851,Delmiro Gouveia,18,0,3,0,F,1,2,1,1,27003515,Delmiro Gouveia,AL,Delmiro Gouveia,AL,"441,2","468,1","504,6","473,6",440,"465,5",A,A
318,190001360859,Teotônio Vilela,18,1,2,0,F,1,2,1,0,27353036,Teotônio Vilela,AL,Teotônio Vilela,AL,355,"448,4","374,6",424,900,"500,4",A,A
319,190001360865,Jequiá da Praia,18,1,0,0,F,1,2,1,0,27226239,Coruripe,AL,Coruripe,AL,"523,5","560,1","591,4","641,7",720,"607,34",B,B
320,190001360869,Teotônio Vilela,20,1,3,0,M,1,2,1,1,27353036,Teotônio Vilela,AL,Teotônio Vilela,AL,"379,7","353,6","338,2","450,2",0,"304,34",A,B
321,190001360872,Maceió,17,1,3,0,M,1,2,1,0,27226930,Maceió,AL,Maceió,AL,"499,7","394,2","543,3","451,7",720,"521,78",B,B
322,190001360873,Maceió,19,1,3,0,F,1,2,1,1,27035786,Maceió,AL,Maceió,AL,"348,8","478,8","462,9","536,9",300,"425,48",A,B
323,190001360878,Campo Alegre,18,1,3,0,F,1,2,1,0,27041921,Campo Alegre,AL,Campo Alegre,AL,"438,7","441,5","500,6","385,3",320,"417,22",A,B
324,190001360883,Maceió,18,1,3,0,F,1,2,1,0,27036782,Maceió,AL,Maceió,AL,416,"521,4","509,1","487,8",520,"490,86",A,B
325,190001360889,Arapiraca,18,1,3,0,F,1,2,1,0,27016331,Arapiraca,AL,Arapiraca,AL,"546,6","527,3","588,5","523,7",740,"585,22",B,B
326,190001360894,Maceió,17,1,3,0,F,1,2,1,1,27034836,Maceió,AL,Maceió,AL,"375,8","417,1","494,7","412,4",580,456,B,B
327,190001360898,Maceió,17,1,3,0,M,1,2,1,0,27037053,Maceió,AL,Maceió,AL,"569,4","575,8","555,2","657,1",840,"639,5",C,B
328,190001360905,Maceió,18,1,3,0,F,1,2,1,0,27225674,Maceió,AL,Maceió,AL,"369,2","450,3","451,9","457,1",540,"453,7",A,A
